Date,DayOfTheWeek,FlightNo,Airline,Airline IATA Code,Airline ICAO Code,DestinationCity,DestinationAirportIATACode,DestinationAirportICAOCode,FlightType,Scheduled Departure Local Time,Scheduled Departure UTC,Actual Departure,Delay Duration Local(minutes),Delay Status,
2022-08-03,Wednesday,713,Turkish Airlines,TK,THY,Istanbul,IST,LTFM,International,03 Aug 6:35,03 Aug 0:35,03 Aug 9:11,156,1,
2022-08-03,Wednesday,391,Biman Bangladesh Airlines,BG,BBC,Kolkata,CCU,VECC,Domestic,03 Aug 7:00,03 Aug 1:00,03 Aug 7:15,15,0,
2022-08-03,Wednesday,101,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,03 Aug 7:15,03 Aug 1:15,03 Aug 7:32,17,0,
2022-08-03,Wednesday,121,US-Bangla Airlines,BS,UBG,Jessore,JSR,VGJR,Domestic,03 Aug 7:15,03 Aug 1:15,03 Aug 7:42,27,1,
2022-08-03,Wednesday,181,US-Bangla Airlines,BS,UBG,Saidpur,SPD,VGSD,Domestic,03 Aug 7:30,03 Aug 1:30,03 Aug 7:53,23,1,
2022-08-03,Wednesday,141,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,03 Aug 7:30,03 Aug 1:30,03 Aug 7:50,20,0,
2022-08-03,Wednesday,611,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,03 Aug 8:00,03 Aug 2:00,03 Aug 8:20,20,0,
2022-08-03,Wednesday,171,US-Bangla Airlines,BS,UBG,Barisal,BZL,VGBR,Domestic,03 Aug 8:00,03 Aug 2:00,03 Aug 8:22,22,1,
2022-08-03,Wednesday,471,Biman Bangladesh Airlines,BG,BBC,Barisal,BZL,VGBR,Domestic,03 Aug 8:10,03 Aug 2:10,03 Aug 8:28,18,0,
2022-08-03,Wednesday,161,US-Bangla Airlines,BS,UBG,Rajshahi,RJH,VGRJ,Domestic,03 Aug 8:15,03 Aug 2:15,03 Aug 8:40,25,1,
2022-08-03,Wednesday,517,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,03 Aug 8:50,03 Aug 2:50,03 Aug 9:46,56,1,
2022-08-03,Wednesday,307,US-Bangla Airlines,BS,UBG,Singapore,SIN,WSSS,International,03 Aug 8:50,03 Aug 2:50,03 Aug 9:19,29,1,
2022-08-03,Wednesday,316,Oman Air,WY,OMA,Muscat,MCT,OOMS,International,03 Aug 9:40,03 Aug 3:40,03 Aug 9:40,0,0,
2022-08-03,Wednesday,371,Biman Bangladesh Airlines,BG,BBC,Kathmandu,KTM,VNKT,International,03 Aug 9:45,03 Aug 3:45,03 Aug 9:57,12,0,
2022-08-03,Wednesday,515,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,03 Aug 9:55,03 Aug 3:55,03 Aug 10:45,50,1,
2022-08-03,Wednesday,125,US-Bangla Airlines,BS,UBG,Jessore,JSR,VGJR,Domestic,03 Aug 10:00,03 Aug 4:00,03 Aug 10:26,26,1,
2022-08-03,Wednesday,103,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,03 Aug 10:00,03 Aug 4:00,03 Aug 10:29,29,1,
2022-08-03,Wednesday,201,US-Bangla Airlines,BS,UBG,Kolkata,CCU,VECC,Domestic,03 Aug 10:10,03 Aug 4:10,03 Aug 10:32,22,1,
2022-08-03,Wednesday,807,Saudi Arabian Airlines,SV,SVA,Riyadh,RUH,OERK,International,03 Aug 10:15,03 Aug 4:15,03 Aug 11:02,47,1,
2022-08-03,Wednesday,583,Emirates,EK,UAE,Dubai,DXB,OMDB,International,03 Aug 10:15,03 Aug 4:15,03 Aug 10:35,20,0,
2022-08-03,Wednesday,3549,Biman Bangladesh Airlines,BG,BBC,Jeddah,JED,OEJN,International,03 Aug 10:30,03 Aug 4:30,03 Aug 11:55,85,1,
2022-08-03,Wednesday,461,Biman Bangladesh Airlines,BG,BBC,Jessore,JSR,VGJR,Domestic,03 Aug 10:30,03 Aug 4:30,03 Aug 10:55,25,1,
2022-08-03,Wednesday,493,Biman Bangladesh Airlines,BG,BBC,Saidpur,SPD,VGSD,Domestic,03 Aug 10:30,03 Aug 4:30,03 Aug 10:49,19,0,
2022-08-03,Wednesday,183,US-Bangla Airlines,BS,UBG,Saidpur,SPD,VGSD,Domestic,03 Aug 10:30,03 Aug 4:30,03 Aug 10:44,14,0,
2022-08-03,Wednesday,182,Vistara,UK,VTI,Delhi,DEL,VIDP,Domestic,03 Aug 10:30,03 Aug 4:30,03 Aug 11:08,38,1,
2022-08-03,Wednesday,641,Qatar Airways,QR,QTR,Doha,DOH,OTHH,International,03 Aug 10:35,03 Aug 4:35,03 Aug 12:06,91,1,
2022-08-03,Wednesday,315,US-Bangla Airlines,BS,UBG,Kuala Lumpur,KUL,WMKK,International,03 Aug 10:35,03 Aug 4:35,03 Aug 10:38,3,0,
2022-08-03,Wednesday,337,US-Bangla Airlines,BS,UBG,Male,MLE,VRMM,International,03 Aug 10:40,03 Aug 4:40,03 Aug 11:08,28,1,
2022-08-03,Wednesday,145,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,03 Aug 10:45,03 Aug 4:45,03 Aug 11:17,32,1,
2022-08-03,Wednesday,433,Biman Bangladesh Airlines,BG,BBC,Cox's Bazar,CXB,VGCB,Domestic,03 Aug 11:00,03 Aug 5:00,03 Aug 11:19,19,0,
2022-08-03,Wednesday,205,US-Bangla Airlines,BS,UBG,Chennai,MAA,VOMM,Domestic,03 Aug 11:10,03 Aug 5:10,03 Aug 11:26,16,0,
2022-08-03,Wednesday,185,US-Bangla Airlines,BS,UBG,Saidpur,SPD,VGSD,Domestic,03 Aug 12:00,03 Aug 6:00,03 Aug 12:21,21,1,
2022-08-03,Wednesday,397,Biman Bangladesh Airlines,BG,BBC,Delhi,DEL,VIDP,Domestic,03 Aug 12:10,03 Aug 6:10,03 Aug 12:39,29,1,
2022-08-03,Wednesday,149,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,03 Aug 12:30,03 Aug 6:30,03 Aug 13:13,43,1,
2022-08-03,Wednesday,809,Saudi Arabian Airlines,SV,SVA,Jeddah,JED,OEJN,International,03 Aug 12:35,03 Aug 6:35,03 Aug 12:40,5,0,
2022-08-03,Wednesday,105,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,03 Aug 13:00,03 Aug 7:00,03 Aug 13:21,21,1,
2022-08-03,Wednesday,151,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,03 Aug 13:25,03 Aug 7:25,03 Aug 13:39,14,0,
2022-08-03,Wednesday,322,Thai Airways International,TG,THA,Bangkok,BKK,VTBS,International,03 Aug 13:35,03 Aug 7:35,03 Aug 14:01,26,1,
2022-08-03,Wednesday,693,Biman Bangladesh Airlines,BG,BBC,Saidpur,SPD,VGSD,Domestic,03 Aug 13:40,03 Aug 7:40,03 Aug 14:00,20,0,
2022-08-03,Wednesday,127,US-Bangla Airlines,BS,UBG,Jessore,JSR,VGJR,Domestic,03 Aug 13:45,03 Aug 7:45,03 Aug 14:03,18,0,
2022-08-03,Wednesday,3649,Biman Bangladesh Airlines,BG,BBC,Jeddah,JED,OEJN,International,03 Aug 14:00,03 Aug 8:00,03 Aug 14:34,34,1,
2022-08-03,Wednesday,190,SriLankan Airlines,UL,ALK,Colombo,CMB,VCBI,International,03 Aug 14:30,03 Aug 8:30,03 Aug 14:53,23,1,
2022-08-03,Wednesday,1925,IndiGo,6E,IGO,Chennai,MAA,VOMM,Domestic,03 Aug 14:35,03 Aug 8:35,03 Aug 14:46,11,0,
2022-08-03,Wednesday,435,Biman Bangladesh Airlines,BG,BBC,Cox's Bazar,CXB,VGCB,Domestic,03 Aug 14:45,03 Aug 8:45,03 Aug 15:15,30,1,
2022-08-03,Wednesday,1229,Air India,AI,AIC,Kolkata,CCU,VECC,Domestic,03 Aug 14:45,03 Aug 8:45,03 Aug 15:02,17,0,
2022-08-03,Wednesday,107,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,03 Aug 15:00,03 Aug 9:00,03 Aug 15:30,30,1,
2022-08-03,Wednesday,615,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,03 Aug 15:15,03 Aug 9:15,03 Aug 15:48,33,1,
2022-08-03,Wednesday,603,Biman Bangladesh Airlines,BG,BBC,Sylhet,ZYL,VGSY,Domestic,03 Aug 15:30,03 Aug 9:30,03 Aug 17:40,130,1,
2022-08-03,Wednesday,155,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,03 Aug 15:45,03 Aug 9:45,03 Aug 15:59,14,0,
2022-08-03,Wednesday,129,US-Bangla Airlines,BS,UBG,Jessore,JSR,VGJR,Domestic,03 Aug 16:05,03 Aug 10:05,03 Aug 16:12,7,0,
2022-08-03,Wednesday,77,SpiceJet,SG,SEJ,Kolkata,CCU,VECC,Domestic,03 Aug 16:20,03 Aug 10:20,03 Aug 15:51,0,0,
2022-08-03,Wednesday,135,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,03 Aug 16:30,03 Aug 10:30,03 Aug 16:53,23,1,
2022-08-03,Wednesday,175,US-Bangla Airlines,BS,UBG,Barisal,BZL,VGBR,Domestic,03 Aug 16:30,03 Aug 10:30,03 Aug 16:40,10,0,
2022-08-03,Wednesday,1859,IndiGo,6E,IGO,Kolkata,CCU,VECC,Domestic,03 Aug 16:35,03 Aug 10:35,03 Aug 16:34,0,0,
2022-08-03,Wednesday,193,US-Bangla Airlines,BS,UBG,Saidpur,SPD,VGSD,Domestic,03 Aug 17:00,03 Aug 11:00,03 Aug 17:12,12,0,
2022-08-03,Wednesday,586,flydubai,FZ,FDB,Dubai,DXB,OMDB,International,03 Aug 17:05,03 Aug 11:05,03 Aug 18:46,101,1,
2022-08-03,Wednesday,109,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,03 Aug 17:10,03 Aug 11:10,03 Aug 17:33,23,1,
2022-08-03,Wednesday,467,Biman Bangladesh Airlines,BG,BBC,Jessore,JSR,VGJR,Domestic,03 Aug 17:15,03 Aug 11:15,03 Aug 17:35,20,0,
2022-08-03,Wednesday,519,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,03 Aug 17:20,03 Aug 11:20,03 Aug 18:43,83,1,
2022-08-03,Wednesday,617,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,03 Aug 18:00,03 Aug 12:00,03 Aug 20:16,136,1,
2022-08-03,Wednesday,245,Etihad Airways,EY,ETD,Abu Dhabi,AUH,OMAA,International,03 Aug 18:05,03 Aug 12:05,03 Aug 18:21,16,0,
2022-08-03,Wednesday,325,Biman Bangladesh Airlines,BG,BBC,Doha,DOH,OTHH,International,03 Aug 18:15,03 Aug 12:15,03 Aug 18:34,19,0,
2022-08-03,Wednesday,341,US-Bangla Airlines,BS,UBG,Dubai,DXB,OMDB,International,03 Aug 18:15,03 Aug 12:15,03 Aug 18:27,12,0,
2022-08-03,Wednesday,337,Biman Bangladesh Airlines,BG,BBC,Medina,MED,OEMA,International,03 Aug 18:20,03 Aug 12:20,03 Aug 18:59,39,1,
2022-08-03,Wednesday,111,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,03 Aug 18:30,03 Aug 12:30,03 Aug 18:37,7,0,
2022-08-03,Wednesday,347,Biman Bangladesh Airlines,BG,BBC,Dubai,DXB,OMDB,International,03 Aug 19:00,03 Aug 13:00,03 Aug 19:46,46,1,
2022-08-03,Wednesday,395,Biman Bangladesh Airlines,BG,BBC,Kolkata,CCU,VECC,Domestic,03 Aug 19:15,03 Aug 13:15,03 Aug 19:33,18,0,
2022-08-03,Wednesday,386,Biman Bangladesh Airlines,BG,BBC,Kuala Lumpur,KUL,WMKK,International,03 Aug 19:15,03 Aug 13:15,03 Aug 19:27,12,0,
2022-08-03,Wednesday,537,US-Bangla Airlines,BS,UBG,Sylhet,ZYL,VGSY,Domestic,03 Aug 19:30,03 Aug 13:30,03 Aug 19:37,7,0,
2022-08-03,Wednesday,587,Emirates,EK,UAE,Dubai,DXB,OMDB,International,03 Aug 19:30,03 Aug 13:30,03 Aug 20:18,48,1,
2022-08-03,Wednesday,195,US-Bangla Airlines,BS,UBG,Saidpur,SPD,VGSD,Domestic,03 Aug 19:30,03 Aug 13:30,03 Aug 19:42,12,0,
2022-08-03,Wednesday,635,Qatar Airways,QR,QTR,Doha,DOH,OTHH,International,03 Aug 19:45,03 Aug 13:45,03 Aug 19:43,2,0,
2022-08-03,Wednesday,495,Biman Bangladesh Airlines,BG,BBC,Saidpur,SPD,VGSD,Domestic,03 Aug 20:00,03 Aug 14:00,03 Aug 20:20,20,0,
2022-08-03,Wednesday,115,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,03 Aug 20:00,03 Aug 14:00,03 Aug 21:03,63,1,
2022-08-03,Wednesday,3725,Biman Bangladesh Airlines,BG,BBC,Medina,MED,OEMA,International,03 Aug 20:05,03 Aug 14:05,03 Aug 21:16,71,1,
2022-08-03,Wednesday,333,US-Bangla Airlines,BS,UBG,Doha,DOH,OTHH,International,03 Aug 20:05,03 Aug 14:05,03 Aug 20:17,12,0,
2022-08-03,Wednesday,321,US-Bangla Airlines,BS,UBG,Medina,MED,OEMA,International,03 Aug 20:05,03 Aug 14:05,03 Aug 21:16,71,1,
2022-08-03,Wednesday,135,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,03 Aug 20:10,03 Aug 14:10,03 Aug 20:38,28,1,
2022-08-03,Wednesday,873,Air Arabia,G9,ABY,Jessore,JSR,VGJR,Domestic,03 Aug 20:10,03 Aug 14:10,03 Aug 20:24,14,0,
2022-08-03,Wednesday,151,Biman Bangladesh Airlines,BG,BBC,Ra'sal-Khaymah,RKT,OMRK,International,03 Aug 20:35,03 Aug 14:35,03 Aug 21:33,58,1,
2022-08-03,Wednesday,605,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,03 Aug 21:00,03 Aug 15:00,03 Aug 21:54,54,1,
2022-08-03,Wednesday,511,Air Arabia,G9,ABY,Sylhet,ZYL,VGSY,Domestic,03 Aug 21:00,03 Aug 15:00,03 Aug 23:19,139,1,
2022-08-03,Wednesday,345,US-Bangla Airlines,BS,UBG,Sharjah,SHJ,OMSJ,International,03 Aug 21:20,03 Aug 15:20,03 Aug 22:15,55,1,
2022-08-03,Wednesday,721,Biman Bangladesh Airlines,BG,BBC,Sharjah,SHJ,OMSJ,International,03 Aug 21:35,03 Aug 15:35,03 Aug 21:42,7,0,
2022-08-03,Wednesday,584,flydubai,FZ,FDB,Muscat,MCT,OOMS,International,03 Aug 21:45,03 Aug 15:45,03 Aug 22:24,39,1,
2022-08-03,Wednesday,702,Jin Air,LJ,JNA,Dubai,DXB,OMDB,International,03 Aug 21:50,03 Aug 15:50,03 Aug 22:51,61,1,
2022-08-03,Wednesday,327,Biman Bangladesh Airlines,BG,BBC,Seoul,ICN,RKSI,International,03 Aug 22:00,03 Aug 16:00,03 Aug 22:34,34,1,
2022-08-03,Wednesday,723,Turkish Airlines,TK,THY,Abu Dhabi,AUH,OMAA,International,03 Aug 23:00,03 Aug 17:00,03 Aug 23:58,58,1,
2022-08-03,Wednesday,70,AirAsia,AK,AXM,Istanbul,IST,LTFM,International,03 Aug 23:00,03 Aug 17:00,04 Aug 0:06,66,1,
2022-08-03,Wednesday,447,Singapore Airlines,SQ,SIA,Kuala Lumpur,KUL,WMKK,International,03 Aug 23:40,03 Aug 17:40,03 Aug 23:38,0,0,
2022-08-03,Wednesday,161,Malindo Air,OD,MXD,Singapore,SIN,WSSS,International,03 Aug 23:55,03 Aug 17:55,04 Aug 0:00,5,0,
2022-08-04,Thursday,7186,SF Airlines (ShunFeng Airlines),O3,CSS,Kuala Lumpur,KUL,WMKK,International,04 Aug 1:10,03 Aug 19:10,04 Aug 1:00,0,0,
2022-08-04,Thursday,585,Emirates,EK,UAE,Riyadh,RUH,OERK,International,04 Aug 1:30,03 Aug 19:30,04 Aug 1:37,7,0,
2022-08-04,Thursday,197,Malaysia Airlines,MH,MAS,Dubai,DXB,OMDB,International,04 Aug 1:40,03 Aug 19:40,04 Aug 1:38,0,0,
2022-08-04,Thursday,339,Biman Bangladesh Airlines,BG,BBC,Kuala Lumpur,KUL,WMKK,International,04 Aug 2:05,03 Aug 20:05,04 Aug 2:07,2,0,
2022-08-04,Thursday,639,Qatar Airways,QR,QTR,Riyadh,RUH,OERK,International,04 Aug 2:30,03 Aug 20:30,04 Aug 2:58,28,1,
2022-08-04,Thursday,803,Saudi Arabian Airlines,SV,SVA,Doha,DOH,OTHH,International,04 Aug 3:20,03 Aug 21:20,04 Aug 3:45,25,1,
2022-08-04,Thursday,532,Jazeera Airways,J9,JZR,Jeddah,JED,OEJN,International,04 Aug 3:25,03 Aug 21:25,04 Aug 3:27,2,0,
2022-08-04,Thursday,643,Qatar Airways,QR,QTR,Kuwait City,KWI,OKBK,International,04 Aug 4:00,03 Aug 22:00,04 Aug 4:25,25,1,
2022-08-04,Thursday,643,Qatar Airways,QR,QTR,Doha,DOH,OTHH,International,04 Aug 4:20,03 Aug 22:20,04 Aug 4:59,39,1,
2022-08-04,Thursday,251,Gulf Air,GF,GFA,Bahrain,BAH,OBBI,International,04 Aug 5:40,03 Aug 23:40,04 Aug 6:00,20,0,
2022-08-04,Thursday,394,SalamAir,OV,OMS,Muscat,MCT,OOMS,International,04 Aug 5:45,03 Aug 23:45,04 Aug 5:43,0,0,
2022-08-04,Thursday,3551,Biman Bangladesh Airlines,BG,BBC,Jeddah,JED,OEJN,International,04 Aug 6:01,04 Aug 0:01,04 Aug 6:21,20,0,
2022-08-04,Thursday,713,Turkish Airlines,TK,THY,Istanbul,IST,LTFM,International,04 Aug 6:35,04 Aug 0:35,04 Aug 7:07,32,1,
2022-08-04,Thursday,391,Biman Bangladesh Airlines,BG,BBC,Kolkata,CCU,VECC,Domestic,04 Aug 7:00,04 Aug 1:00,04 Aug 7:14,14,0,
2022-08-04,Thursday,3701,Biman Bangladesh Airlines,BG,BBC,Medina,MED,OEMA,International,04 Aug 7:05,04 Aug 1:05,04 Aug 7:13,8,0,
2022-08-04,Thursday,101,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,04 Aug 7:15,04 Aug 1:15,04 Aug 7:34,19,0,
2022-08-04,Thursday,121,US-Bangla Airlines,BS,UBG,Jessore,JSR,VGJR,Domestic,04 Aug 7:15,04 Aug 1:15,04 Aug 7:29,14,0,
2022-08-04,Thursday,141,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,04 Aug 7:30,04 Aug 1:30,04 Aug 7:44,14,0,
2022-08-04,Thursday,531,US-Bangla Airlines,BS,UBG,Sylhet,ZYL,VGSY,Domestic,04 Aug 8:00,04 Aug 2:00,04 Aug 8:12,12,0,
2022-08-04,Thursday,171,US-Bangla Airlines,BS,UBG,Barisal,BZL,VGBR,Domestic,04 Aug 8:00,04 Aug 2:00,04 Aug 8:10,10,0,
2022-08-04,Thursday,611,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,04 Aug 8:00,04 Aug 2:00,04 Aug 8:12,12,0,
2022-08-04,Thursday,461,Biman Bangladesh Airlines,BG,BBC,Jessore,JSR,VGJR,Domestic,04 Aug 8:15,04 Aug 2:15,04 Aug 8:30,15,0,
2022-08-04,Thursday,584,Biman Bangladesh Airlines,BG,BBC,Singapore,SIN,WSSS,International,04 Aug 8:30,04 Aug 2:30,04 Aug 8:38,8,0,
2022-08-04,Thursday,517,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,04 Aug 8:50,04 Aug 2:50,04 Aug 9:24,34,1,
2022-08-04,Thursday,307,US-Bangla Airlines,BS,UBG,Singapore,SIN,WSSS,International,04 Aug 8:50,04 Aug 2:50,04 Aug 9:00,10,0,
2022-08-04,Thursday,143,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,04 Aug 9:40,04 Aug 3:40,04 Aug 9:51,11,0,
2022-08-04,Thursday,343,US-Bangla Airlines,BS,UBG,Dubai,DXB,OMDB,International,04 Aug 9:45,04 Aug 3:45,04 Aug 10:17,32,1,
2022-08-04,Thursday,371,Biman Bangladesh Airlines,BG,BBC,Kathmandu,KTM,VNKT,International,04 Aug 9:45,04 Aug 3:45,04 Aug 10:08,23,1,
2022-08-04,Thursday,515,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,04 Aug 9:55,04 Aug 3:55,04 Aug 10:39,44,1,
2022-08-04,Thursday,103,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,04 Aug 10:00,04 Aug 4:00,04 Aug 10:37,37,1,
2022-08-04,Thursday,201,US-Bangla Airlines,BS,UBG,Kolkata,CCU,VECC,Domestic,04 Aug 10:10,04 Aug 4:10,04 Aug 10:23,13,0,
2022-08-04,Thursday,583,Emirates,EK,UAE,Dubai,DXB,OMDB,International,04 Aug 10:15,04 Aug 4:15,04 Aug 10:38,23,1,
2022-08-04,Thursday,125,US-Bangla Airlines,BS,UBG,Jessore,JSR,VGJR,Domestic,04 Aug 10:20,04 Aug 4:20,04 Aug 10:35,15,0,
2022-08-04,Thursday,493,Biman Bangladesh Airlines,BG,BBC,Saidpur,SPD,VGSD,Domestic,04 Aug 10:30,04 Aug 4:30,04 Aug 10:42,12,0,
2022-08-04,Thursday,182,Vistara,UK,VTI,Delhi,DEL,VIDP,Domestic,04 Aug 10:30,04 Aug 4:30,04 Aug 11:02,32,1,
2022-08-04,Thursday,183,US-Bangla Airlines,BS,UBG,Saidpur,SPD,VGSD,Domestic,04 Aug 10:30,04 Aug 4:30,04 Aug 10:53,23,1,
2022-08-04,Thursday,641,Qatar Airways,QR,QTR,Doha,DOH,OTHH,International,04 Aug 10:35,04 Aug 4:35,04 Aug 11:43,68,1,
2022-08-04,Thursday,315,US-Bangla Airlines,BS,UBG,Kuala Lumpur,KUL,WMKK,International,04 Aug 10:35,04 Aug 4:35,04 Aug 11:15,40,1,
2022-08-04,Thursday,145,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,04 Aug 10:45,04 Aug 4:45,04 Aug 11:45,60,1,
2022-08-04,Thursday,533,US-Bangla Airlines,BS,UBG,Sylhet,ZYL,VGSY,Domestic,04 Aug 11:00,04 Aug 5:00,04 Aug 11:44,44,1,
2022-08-04,Thursday,207,Biman Bangladesh Airlines,BG,BBC,Sylhet,ZYL,VGSY,Domestic,04 Aug 11:00,04 Aug 5:00,04 Aug 11:48,48,1,
2022-08-04,Thursday,433,Biman Bangladesh Airlines,BG,BBC,Cox's Bazar,CXB,VGCB,Domestic,04 Aug 11:00,04 Aug 5:00,04 Aug 11:22,22,1,
2022-08-04,Thursday,205,US-Bangla Airlines,BS,UBG,Chennai,MAA,VOMM,Domestic,04 Aug 11:10,04 Aug 5:10,04 Aug 11:54,44,1,
2022-08-04,Thursday,601,Biman Bangladesh Airlines,BG,BBC,Sylhet,ZYL,VGSY,Domestic,04 Aug 11:45,04 Aug 5:45,04 Aug 12:06,21,1,
2022-08-04,Thursday,286,Kuwait Airways,KU,KAC,Kuwait City,KWI,OKBK,International,04 Aug 11:45,04 Aug 5:45,04 Aug 12:06,21,1,
2022-08-04,Thursday,397,Biman Bangladesh Airlines,BG,BBC,Delhi,DEL,VIDP,Domestic,04 Aug 12:10,04 Aug 6:10,04 Aug 12:46,36,1,
2022-08-04,Thursday,149,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,04 Aug 12:30,04 Aug 6:30,04 Aug 12:40,10,0,
2022-08-04,Thursday,809,Saudi Arabian Airlines,SV,SVA,Jeddah,JED,OEJN,International,04 Aug 12:35,04 Aug 6:35,04 Aug 12:40,5,0,
2022-08-04,Thursday,190,SriLankan Airlines,UL,ALK,Colombo,CMB,VCBI,International,04 Aug 12:55,04 Aug 6:55,04 Aug 13:00,5,0,
2022-08-04,Thursday,105,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,04 Aug 13:00,04 Aug 7:00,04 Aug 13:18,18,0,
2022-08-04,Thursday,151,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,04 Aug 13:25,04 Aug 7:25,04 Aug 13:49,24,1,
2022-08-04,Thursday,535,US-Bangla Airlines,BS,UBG,Sylhet,ZYL,VGSY,Domestic,04 Aug 13:30,04 Aug 7:30,04 Aug 13:46,16,0,
2022-08-04,Thursday,388,Biman Bangladesh Airlines,BG,BBC,Bangkok,BKK,VTBS,International,04 Aug 13:30,04 Aug 7:30,04 Aug 14:27,57,1,
2022-08-04,Thursday,322,Thai Airways International,TG,THA,Bangkok,BKK,VTBS,International,04 Aug 13:35,04 Aug 7:35,04 Aug 13:50,15,0,
2022-08-04,Thursday,693,Biman Bangladesh Airlines,BG,BBC,Saidpur,SPD,VGSD,Domestic,04 Aug 13:40,04 Aug 7:40,04 Aug 13:53,13,0,
2022-08-04,Thursday,127,US-Bangla Airlines,BS,UBG,Jessore,JSR,VGJR,Domestic,04 Aug 13:40,04 Aug 7:40,04 Aug 14:07,27,1,
2022-08-04,Thursday,481,Biman Bangladesh Airlines,BG,BBC,Rajshahi,RJH,VGRJ,Domestic,04 Aug 14:00,04 Aug 8:00,04 Aug 14:52,52,1,
2022-08-04,Thursday,449,Singapore Airlines,SQ,SIA,Singapore,SIN,WSSS,International,04 Aug 14:20,04 Aug 8:20,04 Aug 14:28,8,0,
2022-08-04,Thursday,3246,Cathay Pacific,CX,CPA,Hong Kong,HKG,VHHH,International,04 Aug 14:20,04 Aug 8:20,04 Aug 14:35,15,0,
2022-08-04,Thursday,153,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,04 Aug 14:30,04 Aug 8:30,04 Aug 14:57,27,1,
2022-08-04,Thursday,435,Biman Bangladesh Airlines,BG,BBC,Cox's Bazar,CXB,VGCB,Domestic,04 Aug 14:45,04 Aug 8:45,04 Aug 15:11,26,1,
2022-08-04,Thursday,349,Biman Bangladesh Airlines,BG,BBC,Dammam,DMM,OEDF,International,04 Aug 15:10,04 Aug 9:10,04 Aug 15:46,36,1,
2022-08-04,Thursday,615,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,04 Aug 15:15,04 Aug 9:15,04 Aug 15:56,41,1,
2022-08-04,Thursday,603,Biman Bangladesh Airlines,BG,BBC,Sylhet,ZYL,VGSY,Domestic,04 Aug 15:30,04 Aug 9:30,04 Aug 16:19,49,1,
2022-08-04,Thursday,155,US-Bangla Airlines,BS,UBG,Cox's Bazar,CXB,VGCB,Domestic,04 Aug 15:45,04 Aug 9:45,04 Aug 16:00,15,0,
2022-08-04,Thursday,129,US-Bangla Airlines,BS,UBG,Jessore,JSR,VGJR,Domestic,04 Aug 16:05,04 Aug 10:05,04 Aug 16:07,2,0,
2022-08-04,Thursday,77,SpiceJet,SG,SEJ,Kolkata,CCU,VECC,Domestic,04 Aug 16:20,04 Aug 10:20,04 Aug 16:50,30,1,
2022-08-04,Thursday,175,US-Bangla Airlines,BS,UBG,Barisal,BZL,VGBR,Domestic,04 Aug 16:30,04 Aug 10:30,04 Aug 16:36,6,0,
2022-08-04,Thursday,1859,IndiGo,6E,IGO,Kolkata,CCU,VECC,Domestic,04 Aug 16:35,04 Aug 10:35,04 Aug 17:12,37,1,
